BATCH_ID,PRODUCTION_DATE,TEMPERATURE,DEFECT_COUNT,QUALITY_SCORE,HUMIDITY,MACHINE_RUNTIME,PRESSURE_BAR,OPERATOR_ID,MACHINE_ID
BATCH_3186,2024-03-24,152.0417183510701,22,85.0,70.2,33,1.8864063359999999,020,05
BATCH_8416,2024-05-07,238.5867309093289,3,80.0,30.3,15,2.62690356,017,07
BATCH_5066,2024-06-19,225.72515016758672,41,85.0,55.4,70,4.73,017,10
BATCH_6980,2024-03-14,1888.881872898353,25,74.0,72.1,10,0.976298016,006,07
BATCH_5229,2024-06-15,198.9733770276394,22,94.0,43.6,50,4.063771544,020,05
BATCH_4613,2024-07-07,248.91897413306967,45,98.0,51.5,53,1.93,007,01
BATCH_2540,2024-03-12,205.58209394978823,27,83.0,61.2,53,1.38,019,02
BATCH_5976,2024-02-23,208.90239194277763,50,85.0,80.0,30,1.39,012,07
BATCH_3727,2024-01-14,162.03013891188866,0,45.0,41.7,9,6.56,020,05
BATCH_9114,2024-06-03,243.73141001881564,22,95.0,69.0,24,7.19,020,01
BATCH_7288,2024-03-18,243.52106867840692,24,96.0,49.2,25,1.42,016,07
BATCH_1335,2024-02-24,228.81055134780215,41,86.0,78.4,62,1.749890088,015,06
BATCH_2929,2024-02-18,175.6812629467808,50,86.0,78.5,25,1.48582078,005,08
BATCH_8781,2024-07-13,228.6434473954236,47,84.0,54.4,45,3.6032015759999996,006,05
BATCH_9597,2024-07-13,188.61521408959564,9,84.0,34.3,59,6.64,017,02
BATCH_9183,2024-05-08,212.12040110062145,22,85.0,63.9,4,7.13,013,04
BATCH_9132,2024-01-18,231.78506038338327,16,25.0,70.1,26,4.34,003,06
BATCH_1287,2024-04-01,177.80444879543234,28,94.0,75.8,48,8.96,019,04
BATCH_5456,2024-06-07,219.4990108186172,21,84.0,59.2,21,5.441344592,017,05
BATCH_8974,2024-03-31,216.90191289586463,18,82.0,70.3,8,9.402384212,017,09
BATCH_4101,2024-05-07,204.61246605387643,6,85.0,60.3,46,2.6655142159999996,020,06
BATCH_4960,2024-05-29,179.34846770806348,2,46.0,74.7,28,1.786432316,006,04
BATCH_5917,2024-02-19,210.52097271660813,7,95.0,31.1,9,6.31,008,01
BATCH_2214,2024-03-21,228.42837710851623,49,94.0,40.9,18,6.93,018,08
BATCH_1224,2024-03-23,234.28241678847183,5,87.0,41.1,43,6.65,020,03
BATCH_5818,2024-01-29,222.09452506984653,5,94.0,53.6,35,7.062992144,009,08
BATCH_5642,2024-04-24,170.50573001954348,34,97.0,48.3,8,1.1,010,02
BATCH_4112,2024-01-14,182.0124648864718,18,91.0,52.6,15,5.2,009,07
BATCH_3157,2024-05-12,158.01545974642323,15,94.0,68.5,21,7.987579459999999,016,06
BATCH_9033,2024-02-02,249.66278423408863,41,80.0,59.4,50,4.25,006,02
BATCH_2669,2024-02-15,160.88017423592936,50,80.0,64.2,6,5.96,004,10
BATCH_3711,2024-04-14,225.57995483709615,47,96.0,44.8,5,8.268885668,019,09
BATCH_2773,2024-07-15,214.6821943250957,24,92.0,43.1,16,7.205713676,005,05
BATCH_4601,2024-04-26,172.903130485702,38,84.0,48.2,59,7.2,011,10
BATCH_4410,2024-03-23,165.52918499945685,41,87.0,56.1,22,8.11,008,10
BATCH_2157,2024-04-16,159.3709541874877,44,80.0,38.0,45,8.195801212,007,05
BATCH_5961,2024-01-18,152.5211003844142,9,80.0,76.3,10,4.68,005,04
BATCH_1306,2024-01-26,217.952585307664,0,90.0,36.4,16,7.61,005,05
BATCH_4051,2024-03-11,232.65383345558269,1,84.0,73.8,20,6.38,008,05
BATCH_9334,2024-01-30,175.39053577074978,19,96.0,67.0,57,3.19,013,05
BATCH_9178,2024-03-15,167.73520526385113,46,100.0,60.5,16,5.113154015999999,015,05
BATCH_1528,2024-06-25,188.3444078206753,30,88.0,56.1,53,4.486420332,006,07
BATCH_3278,2024-07-04,221.70007751678935,7,98.0,66.5,69,6.21,007,02
BATCH_4187,2024-02-24,201.99734070086024,38,99.0,43.9,8,1.57890004,008,05
BATCH_2489,2024-05-14,232.6566984141481,28,99.0,72.9,64,9.262420584,020,05
BATCH_1182,2024-07-01,235.0197943996347,38,99.0,61.4,59,2.56,018,07
BATCH_1815,2024-04-25,203.8615930352194,38,97.0,72.5,52,5.699208616,003,07
BATCH_3345,2024-06-02,172.71348112335983,20,87.0,68.2,53,5.72,015,08
BATCH_6775,2024-02-23,170.21719716389347,26,95.0,61.7,44,1.07,003,09
BATCH_6715,2024-01-16,231.36819675252315,0,83.0,34.2,35,6.8954494760000005,007,01
BATCH_8498,2024-05-18,223.9081595265954,34,93.0,33.8,36,5.264838736,018,10
BATCH_1612,2024-06-08,182.4782127985212,18,94.0,61.7,53,5.013179995999999,013,08
BATCH_3747,2024-04-27,236.5787242633368,1,43.0,54.2,37,3.7293756840000003,016,04
BATCH_8888,2024-01-18,191.38293711367157,31,96.0,53.9,45,4.28,006,05
BATCH_9514,2024-05-11,235.5843987098449,31,82.0,46.1,16,2.866151732,008,04
BATCH_7582,2024-06-26,175.24076380600857,48,83.0,55.7,50,9.768495968,016,05
BATCH_1397,2024-05-19,220.0769579499708,8,100.0,59.0,56,6.7120488599999995,019,08
BATCH_5688,2024-04-02,213.03092651423697,8,91.0,46.2,14,1.39,009,09
BATCH_8604,2024-02-12,161.74103076932923,35,97.0,64.5,5,6.3,001,08
BATCH_4700,2024-06-25,171.41476360028275,47,86.0,56.6,68,3.26811624,004,02
BATCH_6423,2024-06-03,198.9956439312282,28,94.0,75.9,20,10.0,010,01
BATCH_9360,2024-04-07,195.20771605722197,3,85.0,43.2,53,2.2373496200000003,014,01
BATCH_2158,2024-05-14,164.61806257305602,33,93.0,56.6,53,1.86503258,009,09
BATCH_2954,2024-01-31,235.39217535703835,42,84.0,65.8,39,4.424367492,015,01
BATCH_9130,2024-04-18,227.00319133308372,13,82.0,45.4,12,3.5790699159999995,014,07
BATCH_5250,2024-04-06,244.7389135129406,17,95.0,58.6,43,7.35,002,06
BATCH_8187,2024-03-08,202.129466586494,23,96.0,43.2,21,5.4585814919999995,007,06
BATCH_9693,2024-07-07,164.57918914226806,10,81.0,74.8,64,7.75,011,04
BATCH_3219,2024-02-07,196.39085399179655,4,83.0,36.4,71,9.32,002,10
BATCH_4146,2025-02-06,188.5858207106523,43,88.0,65.6,9,6.5327851,016,08
BATCH_9770,2024-03-04,233.96216103248037,32,99.0,60.5,66,2.972331036,007,10
BATCH_1476,2024-01-05,187.73102325900152,15,98.0,48.0,72,2.817198936,006,05
BATCH_8171,2024-02-13,236.8932683582633,49,87.0,48.5,55,9.528558319999998,008,02
BATCH_9299,2024-07-18,155.66341097092675,35,99.0,68.1,27,5.08,004,08
BATCH_4876,2025-01-09,177.26441353499388,13,95.0,64.4,13,3.96,014,01
BATCH_6696,2024-02-09,183.1878672939669,6,96.0,62.8,56,1.71,004,01
BATCH_1776,2024-01-26,190.06560091017965,31,90.0,51.9,20,8.22,011,10
BATCH_5086,2024-03-19,181.8612335837236,33,89.0,62.6,27,6.43,008,09
BATCH_8424,2024-01-26,208.34237246602368,48,81.0,46.8,4,9.119009576,019,01
BATCH_9986,2024-03-22,211.2250978574526,35,87.0,47.8,36,2.160817784,010,04
BATCH_2354,2024-03-08,159.74130918304002,4,90.0,40.0,18,4.49,013,04
BATCH_8014,2024-01-31,234.631799372082,4,99.0,50.3,20,6.62,008,08
BATCH_2846,2024-06-06,207.56150632730743,28,83.0,35.7,26,4.828400428,013,10
BATCH_8170,2024-07-14,220.97692736137844,13,87.0,49.0,36,10.029807371999999,007,06
BATCH_1809,2024-06-10,236.842327413368,16,83.0,72.9,25,3.413595676,016,08
BATCH_9573,2024-01-28,206.0064200384192,50,89.0,39.5,61,9.905701692,018,10
BATCH_7729,2024-04-30,175.63033487116778,38,97.0,56.9,17,9.496152947999999,015,01
BATCH_2078,2024-01-06,196.68201263483712,47,85.0,51.0,72,2.41,018,06
BATCH_7126,2024-03-01,163.25465412802154,4,85.0,60.9,70,6.526579816,010,09
BATCH_2394,2024-06-09,158.4515237578571,1,95.0,43.4,52,5.3020704400000005,006,01
BATCH_7920,2024-05-30,176.51634271383207,22,85.0,38.8,38,5.716445515999999,017,09
BATCH_9709,2025-04-04,168.25581066391624,34,100.0,47.6,68,5.473060488,018,10
BATCH_9121,2024-02-19,210.83795185149324,15,82.0,32.3,41,8.743934631999998,012,04
BATCH_5451,2024-03-08,202.5457283711186,47,92.0,57.8,7,1.31,020,04
BATCH_5303,2024-01-01,240.1423591221502,32,90.0,76.5,54,8.226827632,005,04
BATCH_5692,2024-02-01,247.5954335263614,43,84.0,56.7,24,4.596736492,004,08
BATCH_4588,2024-02-27,249.43037266316003,44,95.0,50.3,14,6.83,012,07
BATCH_3092,2024-04-01,205.70306023044947,21,85.0,40.0,52,5.18,012,08
BATCH_1559,2024-07-16,236.84946881576263,19,100.0,65.0,31,8.87,012,01
BATCH_3817,2024-04-19,203.98649150327236,12,82.0,53.2,17,8.986630184,019,05
BATCH_2237,2024-03-31,205.38054212967467,7,94.0,78.0,31,3.77,010,05
BATCH_7209,2024-05-18,154.2620094146375,41,86.0,43.0,54,1.723000524,016,02
BATCH_4242,2024-05-13,223.97814464620885,10,94.0,64.0,45,1.517536676,018,02
BATCH_6770,2025-03-22,240.01655654840857,4,99.0,64.7,65,3.8217654679999997,020,06
BATCH_3272,2024-04-07,243.55973011947208,40,89.0,80.0,72,9.41,006,08
BATCH_1689,2024-05-15,233.6556284728468,9,93.0,61.1,66,4.849774184,003,07
BATCH_5196,2024-01-27,202.28497197548137,35,82.0,30.7,43,7.38773534,019,04
BATCH_3079,2024-03-12,229.0639956460027,5,85.0,33.3,62,7.979995224,020,06
BATCH_1459,2024-04-15,184.3193370424813,8,90.0,55.1,18,9.577511116,015,04
BATCH_4148,2024-01-04,173.0755696038,45,99.0,47.3,16,7.16,004,09
BATCH_6926,2024-05-25,194.6648145052684,1,89.0,79.3,68,4.32,011,04
BATCH_6139,2024-02-21,215.90062635361025,7,82.0,74.1,30,1.68,013,06
BATCH_8712,2024-06-22,217.18246674934596,42,93.0,45.5,39,8.62,019,02
BATCH_8460,2024-01-25,201.36095974151704,41,99.0,30.6,6,3.57,001,08
BATCH_7284,2024-01-01,231.8899328650517,24,100.0,37.2,6,1.98913826,012,04
BATCH_5361,2024-05-29,182.28387498475232,3,85.0,68.6,53,5.373775943999999,016,07
BATCH_9117,2024-01-20,189.3442516475629,17,81.0,59.4,29,2.597256092,001,05
BATCH_3272,2024-02-27,171.49725136830853,42,82.0,39.9,46,5.0049062840000005,002,08
BATCH_6714,2024-04-24,236.4383079536288,41,91.0,39.8,10,6.3011211639999996,012,06
BATCH_7242,2024-06-30,227.1128146115483,22,90.0,72.6,72,9.62,009,01
BATCH_7297,2024-05-28,196.4229461487945,29,89.0,44.4,30,3.41,005,03
BATCH_1654,2025-02-25,176.0682851768799,28,2.0,60.9,5,5.186238471999999,012,04
BATCH_1011,2024-07-18,161.6361164844027,37,92.0,58.6,21,3.44,015,09
BATCH_1083,2024-03-27,193.5800040816376,18,86.0,71.5,23,6.9,006,01
BATCH_5531,2024-07-10,193.3197398417144,29,85.0,31.8,25,4.11,013,01
BATCH_2560,2024-03-04,212.9070351525721,31,84.0,32.9,28,2.15,013,07
BATCH_1414,2024-05-04,153.44661307716692,43,97.0,71.7,9,7.058165812,016,10
BATCH_7785,2024-04-12,221.86924502242624,31,88.0,48.3,68,8.775650528,005,06
BATCH_6017,2024-07-03,204.08165994866428,16,95.0,41.1,55,6.620348551999999,003,02
BATCH_8524,2024-03-02,151.27961660240223,13,21.0,30.2,4,4.20235622,009,03
BATCH_1159,2024-01-11,241.85806518227736,29,94.0,74.8,13,10.289050347999998,004,07
BATCH_3074,2024-02-12,159.24614099153314,8,96.0,45.7,52,3.806596996,005,04
BATCH_5615,2024-04-03,247.69584103062263,0,94.0,67.6,17,8.986630184,015,02
BATCH_3456,2024-07-15,157.38951475320005,32,93.0,48.4,47,5.233812316,007,07
BATCH_7210,2024-05-11,183.2562331000153,17,84.0,56.3,19,3.38,011,02
BATCH_9401,2024-06-15,234.33295881921995,11,99.0,72.2,21,9.24932054,005,10
BATCH_7030,2024-03-08,185.651989628806,50,85.0,70.4,41,4.317498712,007,01
BATCH_3320,2024-06-12,192.04532441718555,10,82.0,48.3,55,10.335934715999999,003,04
BATCH_8193,2024-06-07,225.3099023839235,32,84.0,69.2,28,8.711529259999999,013,04
BATCH_6072,2024-02-05,207.78288079100287,17,84.0,66.3,32,2.139444028,016,05
BATCH_6099,2024-06-01,225.9794824560284,37,34.0,77.9,40,7.89,018,05
BATCH_8168,2024-06-08,196.1346847066516,37,81.0,41.0,72,1.82,004,04
BATCH_8570,2024-04-04,204.63869719639348,0,88.0,62.4,28,5.7571246,010,05
BATCH_2053,2024-07-02,233.1607971888083,7,91.0,42.6,46,7.05,016,06
BATCH_4631,2024-01-05,159.64796265008707,10,89.0,39.5,61,4.117550672,015,06
BATCH_7973,2024-05-01,241.2181410453489,26,95.0,42.9,19,10.10771816,016,09
BATCH_8080,2024-06-07,164.99548163725805,3,92.0,64.5,17,5.84,013,04
BATCH_3113,2024-02-08,176.07072919968016,27,89.0,68.0,49,7.47,015,03
BATCH_3499,2024-01-27,152.85820957640203,47,100.0,68.3,35,8.222690776,016,09
BATCH_6578,2024-02-20,160.54868818858955,11,94.0,62.1,65,7.43,014,07
BATCH_9862,2024-06-27,175.97887510300023,20,90.0,52.4,66,3.4,011,02
BATCH_1807,2024-06-18,180.5717081718924,4,93.0,65.2,60,7.58078862,001,03
BATCH_2378,2024-02-12,200.99112044703767,21,42.0,64.5,53,3.09,002,07
BATCH_3818,2024-06-10,169.4901599452552,24,92.0,51.5,5,4.589152256,003,06
BATCH_9199,2024-06-13,226.8849434532206,37,83.0,46.8,11,1.95,018,06
BATCH_4007,2024-04-17,182.81176177849372,40,96.0,49.7,13,8.18,020,05
BATCH_8979,2024-02-12,206.18438083186007,37,88.0,71.3,53,1.982932976,004,01
BATCH_6560,2024-04-25,223.9414283328204,29,96.0,72.3,10,5.54,005,05
BATCH_2016,2024-06-08,159.7354561469479,49,86.0,46.0,29,8.005505836,003,05
BATCH_3822,2024-06-19,175.29009142038132,43,80.0,47.9,52,5.68,014,05
BATCH_3210,2024-04-13,231.8899751728385,19,88.0,47.5,7,3.34,010,02
BATCH_7067,2024-04-29,223.44311505158447,4,98.0,79.5,14,9.92,012,05
BATCH_1038,2024-07-08,247.78681662774088,22,23.0,33.9,54,9.861575228,005,01
BATCH_3725,2024-05-20,231.20134087636296,18,96.0,57.6,38,4.4,020,01
BATCH_8301,2024-03-19,205.76343678216085,35,93.0,70.9,53,2.1256545079999998,002,08
BATCH_8166,2024-02-28,154.09923821367224,42,87.0,58.8,4,6.564500996,011,01
BATCH_7384,2024-06-19,232.1943472546124,5,80.0,55.1,65,7.629741416,005,01
BATCH_1796,2024-03-03,164.8355318413083,32,45.0,46.9,4,8.00826374,013,05
BATCH_9774,2025-02-22,153.40788216427867,15,90.0,75.7,53,7.26,006,10
BATCH_1763,2024-07-07,216.8847926009542,42,97.0,41.4,28,3.8796814520000003,010,10
BATCH_2523,2024-07-01,167.38262426109128,14,88.0,38.8,71,3.963797524,004,07
BATCH_5608,2025-04-04,246.7547368582031,19,89.0,78.5,46,6.52,008,05
BATCH_5411,2024-05-24,201.81461229045829,26,99.0,52.1,55,5.27,007,10
BATCH_5240,2024-06-24,213.0304925528996,43,84.0,53.1,49,6.8,016,07
BATCH_9395,2024-01-14,180.87045622267115,7,96.0,64.5,11,2.5076242119999996,015,03
BATCH_4486,2024-04-24,215.21389251070016,17,100.0,42.2,5,4.98,005,05
BATCH_9706,2024-04-12,245.0570986687274,18,96.0,44.3,10,9.93879654,003,08
BATCH_7741,2024-05-14,178.2512131827972,45,84.0,51.7,36,2.12358608,009,07
BATCH_8793,2024-06-28,238.99668301509752,10,98.0,50.2,60,8.603971004,019,02
BATCH_3310,2024-07-04,230.8468456510421,38,94.0,44.5,12,3.6,002,10
BATCH_7285,2024-05-03,203.77010265024973,27,96.0,45.4,28,6.658959208,015,10
BATCH_8413,2024-04-20,172.8536384084453,18,95.0,55.4,42,1.21,020,02
BATCH_1371,2024-03-21,226.84597504082356,40,93.0,77.5,25,3.004046932,009,09
BATCH_6930,2024-05-23,162.1182581349947,29,6.0,52.3,16,9.59,001,06
BATCH_4973,2024-05-25,210.7861855369508,50,80.0,64.0,4,9.588542731999999,005,01
BATCH_5795,2024-04-01,201.52832663565192,15,91.0,59.1,62,6.09,012,03
BATCH_5082,2024-06-27,158.1110302635264,28,90.0,42.7,59,8.13,002,05
BATCH_7058,2024-07-18,225.0896372266789,28,100.0,31.4,11,9.486500284,010,09
BATCH_1426,2024-03-06,197.8746851102352,39,100.0,44.2,31,4.99,016,06
BATCH_7921,2024-03-11,196.17629204366992,6,89.0,73.7,25,3.07,012,01
BATCH_9680,2024-06-05,201.60190722309068,3,88.0,73.9,54,3.29,011,04
BATCH_9474,2024-06-18,190.4965870365597,25,96.0,63.7,28,4.670510424,007,07
BATCH_3323,2024-01-04,245.52700770174064,26,100.0,59.7,47,2.5,010,02
BATCH_7690,2024-05-14,193.7519972879518,2,81.0,31.0,48,8.26,006,06
BATCH_9968,2024-06-28,174.1877464818713,12,87.0,50.1,18,2.291818224,010,04
BATCH_2701,2024-03-29,179.57697888842176,48,94.0,66.5,34,8.66,015,05
BATCH_8911,2024-01-14,215.72582676668603,46,88.0,58.8,45,6.329389679999999,009,09
BATCH_8620,2024-03-28,225.60122167349232,0,82.0,36.2,32,8.0841061,015,01
BATCH_4319,2024-06-19,178.6403319465709,35,94.0,46.6,45,4.607768108,011,09
BATCH_9668,2024-03-09,179.29270879254344,49,95.0,39.0,12,10.030496847999999,015,07
BATCH_3669,2024-06-21,201.1012522601297,5,93.0,64.5,31,3.58,008,03
BATCH_9881,2024-03-28,230.19572295863804,21,100.0,78.7,7,9.362394603999999,001,08
BATCH_6075,2024-05-24,165.43928597559724,34,85.0,42.2,8,7.5,020,10
BATCH_2850,2024-03-28,152.16093148118557,26,97.0,72.6,56,4.418851684,013,05
BATCH_9235,2024-01-22,152.6638266888235,44,82.0,74.4,64,5.97775692,020,07
BATCH_8732,2024-06-05,243.3714116287316,20,83.0,57.5,20,1.55,012,03
BATCH_2011,2025-02-11,224.16586677551584,36,83.0,66.5,44,3.39,015,04
BATCH_2002,2024-03-21,209.55501996996665,48,89.0,73.3,37,9.48,001,09
BATCH_5499,2024-01-20,220.8555187953154,12,86.0,70.0,60,2.542098012,013,05
BATCH_2336,2024-02-14,199.6956935921319,6,93.0,60.6,7,2.67,017,03
BATCH_8970,2024-05-28,176.49348766136066,40,88.0,44.6,25,6.95,015,09
BATCH_2161,2025-02-19,230.63659483549776,27,80.0,79.6,59,3.98,015,04
BATCH_9710,2024-02-20,169.82676111355514,4,80.0,51.3,55,9.32,009,10
BATCH_6609,2024-01-11,159.59026476926155,23,94.0,56.4,26,1.585105324,008,01
BATCH_7306,2024-02-08,187.158442874488,20,93.0,53.5,14,3.8907130679999997,010,07
BATCH_3402,2024-04-22,202.50888280236424,50,84.0,52.8,67,8.385407112,008,08
BATCH_6750,2024-03-16,158.3568212726654,13,90.0,56.2,26,7.97,017,09
BATCH_4359,2024-06-09,195.24804640718023,14,48.0,58.0,66,1.250709464,001,01
BATCH_9498,2024-06-14,242.4866333767292,15,83.0,54.0,45,3.65,008,05
BATCH_2960,2024-04-29,213.7231233018195,50,80.0,39.1,61,3.27,009,05
BATCH_1817,2024-01-03,212.35853642706616,6,90.0,42.3,26,2.22,007,07
BATCH_2644,2024-02-11,153.9553528283331,3,89.0,44.7,51,9.754016971999999,008,09
BATCH_9303,2024-02-04,201.53826718720364,16,90.0,59.2,71,10.047044271999999,004,09
BATCH_7520,2024-04-14,173.65866037215062,40,100.0,51.2,46,8.1,005,09
BATCH_3119,2024-01-19,213.16305829699695,6,82.0,32.0,15,3.6480175159999995,008,04
BATCH_4397,2024-02-07,243.4324535581128,0,94.0,33.0,15,4.72,008,10
BATCH_5032,2024-05-29,222.5604085087159,15,65.0,55.4,63,10.320766244,001,03
BATCH_8860,2024-07-17,193.2466558673038,37,88.0,62.6,45,1.4244574159999999,014,03
BATCH_6899,2024-04-04,162.12341927140432,25,83.0,73.9,57,9.010761844,006,01
BATCH_7416,2024-07-05,194.79946535125936,25,86.0,43.0,45,4.26785644,020,09
BATCH_6346,2024-02-25,166.34194708616883,22,93.0,32.0,56,8.1,012,09
BATCH_2313,2024-03-01,174.6224458487555,42,83.0,33.2,38,1.7691954159999999,004,05
BATCH_9161,2024-05-19,202.5934870065913,14,4.0,56.7,60,6.318358064,010,10
BATCH_2106,2024-03-25,216.561818234544,49,81.0,61.4,53,7.147797692,005,02
BATCH_2591,2024-03-04,195.70358249333776,26,82.0,45.8,35,3.28,020,05
BATCH_2519,2024-06-18,152.77870779968342,23,80.0,52.5,32,3.27,014,09
BATCH_9814,2024-03-01,152.08998730078903,30,28.000000000000004,37.0,27,8.64,010,02
BATCH_2386,2024-02-12,214.59044882946864,37,81.0,69.2,60,2.493145216,017,09
BATCH_4327,2024-05-07,170.25246278269478,27,83.0,32.4,38,9.421689540000001,014,10
BATCH_1628,2024-06-13,201.61654895349503,40,94.0,61.6,44,2.814441032,019,06
BATCH_5535,2024-05-22,155.43007352055133,11,82.0,40.8,8,1.68232144,007,08
BATCH_8983,2024-02-10,167.280461404636,33,86.0,41.7,20,6.45,002,07
BATCH_4003,2024-01-04,174.69426732835157,15,80.0,59.1,68,9.45,017,07
BATCH_3078,2024-04-28,193.5564952122211,14,99.0,47.8,19,4.17,005,03
BATCH_9936,2024-04-01,237.0357748284377,32,97.0,67.2,35,3.166073792,004,10
BATCH_7234,2024-05-10,241.59957502274037,26,84.0,40.9,11,9.165204468,007,01
BATCH_7306,2024-05-29,175.00439474204683,22,92.0,68.6,59,8.775650528,004,05
BATCH_4437,2024-01-01,211.58329796226064,36,84.0,47.1,41,8.8,007,10
BATCH_1674,2024-06-08,166.09912726666607,1,83.0,67.0,61,1.93,018,04
BATCH_6726,2024-01-29,220.81751560229952,49,70.0,77.1,9,9.15,003,10
BATCH_9800,2024-03-09,156.8788171918219,29,95.0,42.0,29,8.772892623999999,005,04
BATCH_5784,2024-07-15,249.232311697874,12,89.0,59.6,47,7.693862684,013,06
BATCH_2063,2024-03-19,239.1079880052648,10,88.0,31.0,28,4.54,018,01
BATCH_8494,2024-03-22,213.78471547706584,9,89.0,57.0,54,7.217434768,018,09
BATCH_9689,2024-04-24,180.5109351172079,25,99.0,60.9,38,1.26,002,06
BATCH_5242,2024-05-01,208.8280456171517,3,84.0,35.8,34,6.696880387999999,002,04
BATCH_5034,2024-02-17,244.28002217665164,4,84.0,76.5,56,7.8393421199999995,005,07
BATCH_6477,2024-06-23,211.76738767707087,28,98.0,67.2,19,4.6,001,04
BATCH_2416,2024-01-13,233.94363393892607,28,96.0,34.8,51,8.357828072,012,03
BATCH_9033,2024-01-29,218.8111247579232,6,84.0,35.4,18,3.92656582,007,05
BATCH_6722,2024-01-30,208.2691566169324,8,100.0,55.0,40,9.17,019,01
BATCH_5098,2024-05-28,233.9530239375512,24,36.0,53.8,52,9.761601208,020,02
BATCH_7287,2025-01-25,215.84538569475896,44,93.0,71.1,20,4.57,013,04
BATCH_1481,2024-02-06,211.8647326235121,18,87.0,32.5,69,7.596646568000001,012,09
BATCH_6635,2024-05-04,209.90304824815377,12,93.0,79.7,63,3.330858556,007,02
BATCH_7042,2024-07-08,247.7787703780165,50,100.0,77.9,23,4.77,014,07
BATCH_6041,2024-04-22,187.3688170007485,45,91.0,77.4,20,8.73,001,07
BATCH_1407,2024-06-05,174.92567657865624,33,84.0,60.9,34,4.37,017,08
BATCH_7535,2024-02-22,2444.793139115566,10,84.0,60.4,43,4.12,011,08
BATCH_4954,2024-04-23,187.8876061188966,49,86.0,77.6,65,2.53,005,08
BATCH_9027,2024-07-12,211.1208905132383,49,91.0,70.6,60,6.94,004,08
BATCH_5813,2024-06-25,210.95172839207825,25,80.0,63.7,55,7.14,006,01
BATCH_5019,2024-02-24,226.73385758794583,34,84.0,68.8,26,6.85683882,005,01
BATCH_2983,2024-05-23,169.0048477961057,35,96.0,54.1,8,9.440305391999999,008,03
BATCH_5301,2024-04-20,240.9116939959932,0,86.0,60.0,13,5.9812043,016,10
BATCH_9384,2024-05-26,224.44863441563027,5,98.0,53.6,70,2.28,018,01
BATCH_3247,2024-06-17,234.48009476226932,35,99.0,30.1,66,8.12,009,02
BATCH_3944,2024-02-24,159.34568401816654,10,84.0,59.9,41,4.3740357439999995,011,07
BATCH_9313,2024-04-25,153.94385666388106,22,100.0,67.8,61,6.23,012,03
BATCH_4900,2024-03-21,205.4923961992676,18,98.0,55.8,30,6.778238556,007,10
BATCH_4047,2024-01-03,220.48543711979056,15,85.0,75.2,14,2.35,003,01
BATCH_2985,2024-07-01,152.989371479867,30,95.0,76.2,27,9.781596012,009,09
BATCH_9832,2024-03-11,168.2912026724842,7,89.0,78.5,39,4.234072115999999,006,03
BATCH_6649,2024-07-09,169.3732354206131,20,87.0,62.8,55,6.057736136,019,02
BATCH_3873,2024-07-08,156.81766213829238,1,82.0,48.1,5,7.4,017,05
BATCH_9154,2024-01-28,224.82476510494376,14,84.0,58.3,71,9.547863648,011,04
BATCH_7953,2024-01-12,243.29720876051735,24,98.0,34.6,25,1.95,005,01
BATCH_4224,2024-01-26,165.35349986791613,4,83.0,55.0,42,7.25,005,01
BATCH_9828,2024-04-22,185.8266992959516,34,100.0,70.9,42,5.24,003,08
BATCH_7697,2024-07-01,198.17769527835148,45,92.0,61.4,50,6.69,002,07
BATCH_1656,2024-01-17,224.85858334081968,11,81.0,70.8,58,4.47,005,06
BATCH_3766,2024-05-20,209.21798577844868,24,82.0,43.0,71,8.224069728,005,08
BATCH_5408,2024-04-12,230.64319756458372,17,83.0,78.1,20,1.89,008,02
BATCH_2200,2024-05-25,189.2590964669919,12,53.0,53.8,46,2.68,019,01
BATCH_4596,2024-03-19,163.32104025495923,24,95.0,58.9,31,8.06,010,07
BATCH_2651,2024-05-11,188.07996072908543,10,90.0,57.3,32,1.81,002,03
BATCH_3627,2024-01-02,187.5573317461107,44,87.0,51.9,24,2.03,007,10
BATCH_1894,2024-05-20,239.2148979190597,23,30.0,69.7,55,8.053769156,002,09
BATCH_7539,2024-05-22,153.33610976981888,12,88.0,76.5,48,2.9743994639999998,008,09
BATCH_4216,2024-03-04,245.6655137085201,23,88.0,32.3,4,7.2,011,06
BATCH_3075,2024-06-13,217.3774481099283,3,90.0,73.0,27,7.774531376,002,09
BATCH_5133,2024-01-08,198.68903360116343,10,93.0,44.2,55,2.41,011,06
BATCH_3317,2024-05-03,217.5459193237756,49,80.0,77.0,59,0.969403256,004,10
BATCH_1473,2024-04-16,171.51808571797284,2,87.0,61.9,56,4.51,001,04
BATCH_7587,2024-06-20,200.16471198126388,49,80.0,50.9,27,4.243035304,019,08
BATCH_4062,2024-02-06,180.24834599695825,0,97.0,76.3,5,9.824343524,003,03
BATCH_4394,2024-07-07,176.3912998450261,9,86.0,40.8,46,1.93,019,04
BATCH_2532,2024-07-07,159.02506852835538,39,96.0,64.6,13,7.09,007,04
BATCH_7755,2024-01-31,1806.149632283381,4,96.0,37.0,45,4.44367282,003,01
BATCH_1425,2024-06-24,166.45038952134186,25,69.0,68.3,16,2.0477437199999997,012,05
BATCH_6283,2024-06-19,240.25650034357497,45,96.0,48.3,15,1.718863668,012,05
BATCH_6702,2024-07-02,188.8842965671009,33,42.0,51.2,40,9.16,008,10
