batch_id,production_date,temperature,pressure,pressure_unit,machine_id,defect_count,operator_id,quality_score,humidity,machine_runtime
BATCH_7492,2024-02-03,,2.59,bar,MCH_02,3,OP_020,0.23,61.6,45
BATCH_4540,2024-06-27,223.72043954157238,6.5,bar,MCH_05,9,OP_006,96.0,59.2,67
BATCH_9046,2024-05-25,200.7407250131554,5.5,bar,MCH_06,45,OP_014,0.42,43.1,19
BATCH_1382,2024-03-28,242.41550977487654,35.54,psi,MCH_09,18,OP_004,91.0,62.0,54
BATCH_1338,2024-04-14,211.1639411734452,113.41,psi,MCH_04,40,OP_010,86.0,34.2,63
BATCH_6319,2024-03-23,1917.461558372844,9.47,bar,MCH_07,41,OP_008,82.0,45.6,67
BATCH_1418,2024-03-27,220.74293067739424,3.12,bar,MCH_05,37,OP_016,98.0,71.2,51
BATCH_6040,2024-04-17,167.4175394846568,58.58,psi,MCH_10,11,OP_010,84.0,76.2,64
BATCH_3020,2024-04-18,213.65070034940942,6.86,bar,MCH_10,22,OP_008,84.0,46.4,14
BATCH_7321,2024-01-27,245.0162171393294,42.71,psi,MCH_10,0,OP_014,81.0,67.8,55
BATCH_9775,2024-06-24,203.13326186167188,14.93,psi,MCH_02,-43,OP_012,97.0,79.9,24
BATCH_5457,2024-04-29,199.0815451891121,72.44,psi,MCH_01,3,OP_014,97.0,72.6,39
BATCH_8135,2024-03-16,184.69085797328452,135.48,psi,MCH_04,4,OP_020,81.0,46.8,14
BATCH_4120,2025-04-02,163.1116157464251,44.49,psi,MCH_10,40,OP_002,0.14,34.6,5
BATCH_5562,2024-01-21,189.3517342999113,85.2,psi,MCH_08,11,OP_016,87.0,44.5,31
BATCH_2857,2024-04-09,212.75510573508595,141.84,psi,MCH_02,33,OP_008,87.0,51.8,64
BATCH_7707,2024-04-25,155.7869988665855,5.35,bar,MCH_10,-26,OP_010,87.0,54.2,48
BATCH_9464,2024-01-03,155.46445967289773,3.97,bar,MCH_01,40,OP_015,82.0,60.0,15
BATCH_6852,2024-05-21,247.11958263365705,51.68,psi,MCH_08,21,OPER_003,85.0,59.5,40
BATCH_9957,2025-03-11,211.53831688210045,7.95,bar,MCH_10,26,OP_019,97.0,69.6,47
BATCH_6312,2024-02-13,152.50917652855793,5.21,bar,MCH_04,26,OP_019,89.0,36.1,57
BATCH_9547,2024-02-01,161.80565478951198,81.71,psi,MCH_09,46,OP_012,94.0,52.8,9
BATCH_1065,2024-05-13,161.34695603629413,6.71,bar,MCH_01,21,OP_018,0.84,57.0,7
BATCH_8722,2024-01-09,233.15801138103444,77.02,psi,MCH_09,12,OP_004,89.0,42.4,59
BATCH_9575,2024-05-23,190.88199417789193,5.14,bar,MCH_01,28,OP_010,0.45,75.0,17
,2024-04-26,215.76091837026496,141.37,psi,MCH_01,36,OP_002,82.0,30.4,32
BATCH_3446,2024-02-10,194.27334952691118,1.7,bar,MCH_01,48,OP_002,100.0,44.5,59
BATCH_1127,2024-05-31,167.32869166381346,32.45,psi,MCH_01,50,OP_014,0.27,57.8,62
BATCH_6056,2024-06-04,154.37824832276982,48.25,psi,MCH_06,49,OP_010,87.0,66.8,22
BATCH_3250,2024-06-15,179.84804012484375,1.1,bar,MCH_05,40,OP_017,98.0,54.9,13
BATCH_7310,2024-07-17,202.70257296476763,3.95,bar,MCH_09,22,OP_004,90.0,59.3,20
BATCH_1114,2024-02-13,171.10007712219343,4.24,bar,MCH_09,6,OP_008,98.0,30.2,33
BATCH_6883,2024-02-12,226.16632636232558,48.79,psi,MCH_10,18,OP_013,93.0,74.6,41
BATCH_9691,2024-06-05,174.12266902841043,26.58,psi,MCH_03,41,OP_020,0.14,42.0,15
BATCH_6741,2024-02-05,1841.7778909196704,8.06,bar,MCH_08,10,OP_013,96.0,31.2,5
BATCH_1685,2024-06-07,232.6873723210551,92.22,psi,MCH_04,25,OP_020,98.0,53.4,28
BATCH_7286,2024-05-02,228.50399420113052,2.91,bar,MCH_06,35,OP_012,93.0,68.0,49
BATCH_1937,2024-03-31,220.81575729639394,15.16,psi,MCH_08,45,OPER_010,84.0,59.1,38
BATCH_2820,2024-03-13,243.78551135651517,18.06,psi,MCH_09,10,OP_002,0.97,50.3,31
BATCH_7997,2024-06-14,220.61052766079575,7.73,bar,MCH_10,4,OP_001,98.0,41.5,21
BATCH_2020,2024-01-11,200.45656980516696,54.33,psi,MCH_05,37,OP_016,87.0,41.9,60
BATCH_4538,2024-03-29,208.13017104756221,28.24,psi,MCH_08,26,OP_013,83.0,36.9,11
BATCH_5855,2024-06-05,246.96465489950668,3.26,bar,MCH_05,31,OP_005,94.0,71.3,57
,2024-04-01,242.9369970916078,8.37,bar,MCH_01,26,OP_015,96.0,57.4,16
BATCH_9770,2024-04-09,159.91728062325132,127.99,psi,MCH_06,8,OP_016,100.0,69.4,61
BATCH_7311,2024-03-08,190.28594762209912,1.79,bar,MCH_06,28,OP_018,89.0,72.2,59
BATCH_4627,2024-06-21,165.1984595355857,7.66,bar,MCH_10,43,OP_003,92.0,34.3,20
BATCH_3842,2024-03-31,179.83029914920502,6.46,bar,MCH_01,24,OP_008,86.0,60.1,42
BATCH_4635,2024-05-21,219.32265566857404,8.79,bar,MCH_07,27,OP_019,88.0,70.4,43
BATCH_1026,2024-03-14,241.3078168063514,27.31,psi,MCH_09,33,OP_016,93.0,49.7,12
BATCH_4070,2024-03-24,154.72144241076325,66.82,psi,MCH_08,40,OP_010,92.0,31.1,43
BATCH_1639,2024-01-24,157.8169012581407,123.03,psi,MCH_04,50,OP_001,0.15,74.8,16
BATCH_4885,2024-06-10,225.34874155956524,148.0,psi,MCH_04,31,OPER_016,92.0,67.1,48
BATCH_5609,2024-04-11,242.3043032964816,9.53,bar,MCH_01,20,OP_013,80.0,70.0,59
BATCH_8000,2024-05-02,225.11118153772287,3.78,bar,MCH_04,29,OP_009,83.0,32.4,21
BATCH_5310,2024-04-10,234.84303568710516,4.88,bar,MCH_07,15,OP_018,95.0,67.6,34
BATCH_4703,2024-01-31,175.2698445413336,61.04,psi,MCH_01,41,OPER_014,89.0,61.1,55
BATCH_4501,2024-01-26,199.98537137259558,137.56,psi,MCH_07,12,OP_012,0.08,56.0,15
BATCH_8895,2024-06-13,187.9440646337068,20.66,psi,MCH_05,35,OP_015,0.86,41.8,38
BATCH_2106,2024-05-28,183.33343173296169,127.87,psi,MCH_04,40,OP_010,99.0,42.5,45
BATCH_7680,2024-07-15,226.50449046122577,57.05,psi,MCH_01,10,OP_010,84.0,46.1,49
BATCH_3253,2024-03-20,191.49129500280122,2.72,bar,MCH_01,7,OP_001,90.0,39.6,12
BATCH_3664,2024-01-04,244.49297053090734,91.94,psi,MCH_08,37,OP_007,87.0,36.6,51
BATCH_9997,2024-01-25,226.78855744560917,63.05,psi,MCH_05,3,OP_012,82.0,68.9,22
BATCH_2816,2024-06-20,236.91510197833145,4.83,bar,MCH_09,7,OP_013,91.0,61.1,65
BATCH_6131,2024-07-17,185.69835426461583,92.53,psi,MCH_05,8,OP_011,86.0,79.0,31
BATCH_6620,2024-05-24,231.59196245289442,1.43,bar,MCH_08,46,OP_006,94.0,71.8,13
BATCH_9896,2024-02-22,191.40839923762746,35.11,psi,MCH_01,46,OP_001,99.0,75.8,67
BATCH_4852,2024-01-16,193.39393995778215,51.2,psi,MCH_02,29,OP_006,84.0,39.9,12
BATCH_7621,2024-06-06,246.4117508196372,78.05,psi,MCH_08,12,OP_019,82.0,67.7,5
BATCH_8902,2024-01-27,217.53475132864833,112.33,psi,MCH_04,8,OP_010,0.52,49.7,28
BATCH_3097,2024-01-10,246.0011604010711,4.27,bar,MCH_06,48,OP_011,99.0,55.5,43
BATCH_9062,2024-07-04,218.41484475414444,4.99,bar,MCH_02,21,OP_015,0.55,51.7,61
BATCH_5122,2024-07-10,207.88850818574252,9.44,bar,MCH_02,4,OP_016,82.0,40.0,27
BATCH_9235,2024-03-13,190.266915300125,7.89,bar,MCH_02,42,OP_019,81.0,46.7,14
BATCH_8257,2024-04-18,241.3375487116482,79.09,psi,MCH_02,4,OP_002,96.0,46.8,42
BATCH_7461,2024-07-03,183.18405683020845,4.83,bar,MCH_03,39,OP_013,81.0,43.1,17
BATCH_3867,2024-07-01,,6.34,bar,MCH_05,38,OP_013,92.0,35.3,54
BATCH_8228,2024-03-19,178.44075022961832,7.3,bar,MCH_02,-14,OP_016,91.0,79.7,54
BATCH_4357,2024-05-09,2144.982777828912,115.97,psi,MCH_06,5,OP_020,90.0,58.0,45
BATCH_7841,2024-06-16,185.3175616274492,1.86,bar,MCH_08,1,OP_017,93.0,59.2,6
BATCH_4353,2024-06-19,175.37180294288618,2.24,bar,MCH_03,41,OP_015,0.48,32.1,33
BATCH_8723,2024-04-21,221.53146955547408,2.6,bar,MCH_06,14,OP_008,95.0,32.0,7
BATCH_6624,2024-01-27,215.6059109580535,2.78,bar,MCH_02,34,OP_015,85.0,59.0,11
BATCH_5799,2024-07-15,155.50290596572904,44.29,psi,MCH_08,48,OP_005,90.0,62.4,4
BATCH_5968,2024-04-13,1513.2432751408846,121.72,psi,MCH_08,35,OP_013,84.0,47.2,69
BATCH_6508,2024-07-08,234.36182272466033,2.66,bar,MCH_07,37,OP_006,100.0,50.5,71
BATCH_7926,2024-07-07,217.33611155208928,140.18,psi,MCH_02,42,OP_003,92.0,72.4,23
BATCH_4242,2024-07-10,165.89176777349775,5.71,bar,MCH_09,36,OP_007,81.0,37.0,17
BATCH_9282,2024-02-07,247.53846695902183,9.73,bar,MCH_10,11,OP_013,90.0,56.3,17
BATCH_5422,2024-02-28,219.30639176846898,109.1,psi,MACHINE04,15,OP_008,97.0,67.1,14
BATCH_9874,2025-03-26,202.97860826806166,1.86,bar,MCH_01,34,OP_020,99.0,50.6,60
BATCH_3031,2024-02-15,174.6008529254315,1.33,bar,MCH_10,29,OP_008,88.0,58.0,61
BATCH_9921,2024-06-05,216.81661272147596,147.18,psi,MCH_01,49,OP_012,92.0,30.5,59
BATCH_9664,2024-05-02,225.42715766746048,112.91,psi,MCH_01,3,OP_016,94.0,56.7,28
BATCH_1952,2024-03-23,205.18303318005337,5.33,bar,MCH_08,26,OP_018,0.87,60.4,41
BATCH_5257,2024-01-19,177.5968155889467,73.49,psi,MCH_07,45,OP_003,84.0,43.9,65
BATCH_4890,2024-05-22,158.10386083978563,143.09,psi,MCH_03,5,OP_010,94.0,42.0,36
BATCH_5827,2024-07-19,162.11121392858794,117.6,psi,MCH_07,17,OP_001,98.0,57.2,41
BATCH_8938,2024-05-22,249.32671808618773,5.26,bar,MCH_09,16,OP_012,90.0,46.9,46
BATCH_6252,2024-04-09,249.3663866707618,95.47,psi,MCH_04,8,OP_005,95.0,50.0,56
BATCH_8275,2024-06-26,169.73009237106058,8.4,bar,MCH_01,30,OP_019,99.0,47.4,28
BATCH_9675,2024-01-25,233.40076085205345,5.77,bar,MCH_04,12,OP_014,100.0,43.8,19
BATCH_3880,2024-03-31,156.28800043886238,2.29,bar,MCH_03,36,OP_011,85.0,67.5,13
BATCH_9047,2024-07-19,233.1854537226091,47.68,psi,MCH_03,19,OP_013,100.0,33.6,26
BATCH_1328,2024-04-05,242.45968099995156,35.3,psi,MCH_10,11,OP_013,87.0,68.8,54
BATCH_2173,2024-03-14,170.0127912454767,49.5,psi,MCH_02,32,OP_019,91.0,32.6,59
BATCH_3345,2024-06-23,200.55249588459134,47.82,psi,MCH_08,14,OP_013,0.81,47.5,34
BATCH_6643,2024-05-28,239.84339928504886,6.58,bar,MCH_02,16,OPER_004,82.0,45.9,59
BATCH_2235,2024-05-07,220.83983091233526,6.78,bar,MCH_07,17,OP_020,0.97,53.0,36
BATCH_2665,2024-05-28,239.930555197522,5.06,bar,MCH_02,16,OP_003,99.0,36.8,69
BATCH_9673,2024-03-26,231.51495314588618,1.38,bar,MCH_01,48,OP_019,98.0,40.9,46
BATCH_7112,2024-06-06,173.25002974984164,8.77,bar,MCH_04,39,OP_011,98.0,52.5,14
,2024-01-09,243.07412860961628,124.95,psi,MCH_08,6,OP_016,92.0,45.6,35
BATCH_1034,2024-04-17,196.46622288506097,97.38,psi,MCH_06,24,OP_001#,90.0,63.9,69
BATCH_8367,2024-02-10,151.65020333970122,121.12,psi,MCH_05,36,OP_020,97.0,50.1,36
BATCH_6847,2024-01-10,178.39321880065876,7.33,bar,MCH_03,49,OP_019,100.0,65.1,31
BATCH_4653,2024-02-28,236.82764614705025,17.58,psi,MCH_05,34,OP_011,83.0,60.4,68
BATCH_7117,2024-06-22,164.3094985725492,25.13,psi,MCH_09,29,OP_016,1.0,44.8,15
BATCH_5330,2024-02-25,209.1429833779911,3.71,bar,MCH_02,10,OPER_012,92.0,39.1,43
BATCH_8419,2024-02-13,157.34416722642828,8.76,bar,MACHINE03,38,OP_020,81.0,50.8,58
BATCH_3559,2024-05-25,223.81110440547147,45.98,psi,MCH_04,6,OP_002,91.0,31.4,60
BATCH_4839,2024-06-23,155.81962216291348,29.46,psi,MCH_02,29,OP_010,95.0,63.4,14
BATCH_1626,2024-05-12,182.86704106289142,6.81,bar,MCH_01,4,OP_006,83.0,74.3,67
BATCH_7153,2025-01-04,1698.713304723065,83.3,psi,MCH_09,46,OP_009,98.0,55.5,62
BATCH_6286,2024-05-24,229.84713354903806,7.0,bar,MCH_08,44,OP_008,84.0,35.3,15
BATCH_3362,2024-03-18,238.042862259642,97.44,psi,MCH_06,32,OP_003,96.0,66.5,12
BATCH_2854,2024-02-14,222.91167794416674,6.51,bar,MCH_06,12,OP_001,92.0,69.8,69
,2024-05-07,248.04532006067973,9.07,bar,MCH_04,22,OP_011,97.0,35.5,62
BATCH_3186,2024-02-03,2290.5022871222054,6.1,bar,MCH_01,47,OP_016,0.27,33.4,27
BATCH_4875,2024-07-11,208.1145246869188,95.18,psi,MCH_03,20,OP_017,81.0,45.3,52
BATCH_4648,2024-02-08,210.90732368792396,117.07,psi,MCH_03,28,OP_009,96.0,77.4,20
BATCH_5772,2024-02-28,153.0580650706319,51.71,psi,MCH_03,1,OP_009,86.0,34.3,32
BATCH_6564,2024-04-26,215.9795252749222,131.31,psi,MCH_06,16,OP_012,0.38,67.6,46
BATCH_8441,2024-02-14,203.15630966347635,6.11,bar,MCH_10,6,OP_008,85.0,43.5,36
BATCH_7582,2024-03-19,184.06646001083095,101.97,psi,MCH_08,-29,OP_002,86.0,53.0,16
BATCH_9936,2024-05-10,168.67798925435153,30.61,psi,MCH_03,44,OP_012,90.0,51.9,50
BATCH_6436,2024-02-22,215.45986135326189,42.68,psi,MCH_09,31,OP_008,82.0,47.3,36
BATCH_2775,2024-06-14,154.95755718484443,7.12,bar,MCH_05,-49,OP_003,90.0,49.2,63
BATCH_3344,2024-03-28,169.15778978886866,81.98,psi,MCH_01,32,OP_011,84.0,36.0,35
BATCH_4822,2025-02-26,,1.48,bar,MCH_05,43,OP_013,86.0,36.5,24
BATCH_1492,2024-04-23,161.40018909281844,6.3,bar,MCH_06,23,OP_018,98.0,70.0,41
BATCH_2464,2024-06-13,194.2898357746276,2.08,bar,MCH_02,20,OP_020,84.0,33.3,48
BATCH_7417,2024-02-21,183.05641210371405,4.63,bar,MACHINE05,38,OP_006,94.0,73.8,39
,2024-01-28,200.84819878302574,17.52,psi,MCH_06,38,OP_019,86.0,44.7,14
BATCH_5050,2024-05-18,183.67813079502406,117.56,psi,MCH_03,18,OP_018,89.0,38.6,55
BATCH_2220,2024-05-23,218.26351479075,5.69,bar,MCH_01,29,OP_002,81.0,43.4,48
BATCH_5684,2024-03-14,162.31287728250666,52.38,psi,MCH_05,3,OP_010,0.06,40.9,43
BATCH_8987,2024-02-05,236.49022185374236,6.91,bar,MCH_01,1,OP_010,100.0,39.0,28
BATCH_3166,2024-06-16,202.52745410344858,2.96,bar,MACHINE06,42,OP_016,98.0,71.8,68
BATCH_1230,2024-01-30,235.05003109933932,7.5,bar,MCH_09,-40,OP_004,82.0,45.4,28
BATCH_7769,2024-05-08,173.99325913266352,3.45,bar,MCH_03,43,OP_014,86.0,59.7,40
BATCH_8762,2024-01-09,,9.33,bar,MCH_07,24,OP_009,93.0,74.6,51
BATCH_5519,2024-04-17,235.0356376025644,79.25,psi,MCH_02,3,OP_004,89.0,49.1,12
BATCH_9952,2024-01-22,168.7156069679679,78.17,psi,MCH_09,7,OP_008,92.0,60.7,32
BATCH_9756,2024-02-26,155.64421632985076,109.68,psi,MCH_05,48,OP_004,80.0,33.5,50
BATCH_7276,2024-03-01,221.40228462851024,2.86,bar,MCH_01,49,OP_002,88.0,65.7,10
BATCH_1011,2024-03-30,231.26839930162868,7.0,bar,MCH_05,3,OP_014,0.28,71.6,45
BATCH_9431,2024-03-27,182.44392349263353,135.02,psi,MCH_03,24,OP_013,98.0,64.3,53
BATCH_9709,2024-01-15,165.00305676780332,4.45,bar,MCH_05,32,OP_015,89.0,31.5,31
BATCH_5438,2024-06-26,248.71074017889043,128.59,psi,MCH_02,10,OP_017,93.0,50.4,11
BATCH_8766,2024-06-09,242.25514387993536,126.4,psi,MCH_01,46,OP_017,0.21,30.6,51
BATCH_4295,2024-06-04,241.27278707043018,1.96,bar,MACHINE02,6,OPER_001,92.0,58.4,44
BATCH_1513,2024-06-21,247.6969813521848,143.46,psi,MCH_02,25,OP_019,0.5,70.8,42
BATCH_1660,2024-04-09,203.41896272645758,3.86,bar,MCH_07,22,OP_010,100.0,32.2,44
BATCH_5298,2024-01-06,175.27706179987595,2.23,bar,MACHINE06,29,OP_011,0.33,63.3,47
BATCH_5111,2024-06-11,199.02817749003435,78.63,psi,MCH_07,25,OP_016,95.0,46.0,14
BATCH_8663,2024-03-02,246.89310512380828,40.44,psi,MCH_02,8,OP_008,97.0,49.9,41
BATCH_3070,2024-05-10,182.7675305116724,44.46,psi,MCH_01,12,OP_016,0.95,39.9,29
BATCH_3504,2024-06-09,218.22495155608675,6.05,bar,MCH_07,22,OP_003,0.87,56.2,62
BATCH_9014,2024-05-06,179.924194744492,14.5,psi,MACHINE10,-5,OP_002,91.0,48.5,15
BATCH_6336,2024-02-21,164.09176698283616,2.88,bar,MCH_09,47,OP_017,88.0,63.5,36
BATCH_7057,2024-02-14,,1.47,bar,MCH_10,22,OP_014,81.0,60.0,37
BATCH_6918,2024-05-28,158.7825373439967,128.46,psi,MCH_08,32,OP_001,89.0,61.8,70
BATCH_5931,2024-01-25,212.92355080406702,41.33,psi,MCH_05,24,OP_002,91.0,69.5,34
BATCH_4884,2024-01-23,207.8483752333434,61.89,psi,MCH_10,9,OP_016,89.0,70.1,28
BATCH_3578,2024-02-23,191.28260076153737,36.0,psi,MCH_03,4,OP_015,92.0,61.9,36
BATCH_5495,2024-04-20,183.20244624032838,6.85,bar,MCH_06,7,OP_002,80.0,46.7,62
BATCH_3661,2024-05-07,236.46205818562342,2.46,bar,MCH_02,49,OP_018,96.0,63.2,11
,2024-06-25,236.76496865962156,19.59,psi,MCH_07,4,OP_015,0.05,43.4,44
BATCH_1206,2024-01-23,177.55986738678916,7.21,bar,MCH_10,8,OP_003,83.0,39.9,62
BATCH_8920,2024-06-20,249.07892686852506,131.7,psi,MCH_05,22,OP_010,97.0,46.0,43
BATCH_3142,2024-01-26,241.50276718740253,8.19,bar,MCH_06,6,OP_014,82.0,72.2,9
BATCH_8687,2024-01-08,231.50014416703488,100.69,psi,MCH_03,10,OP_011,81.0,58.9,4
BATCH_4898,2024-05-01,223.9553298392675,65.78,psi,MCH_02,13,OPER_007,99.0,36.1,18
BATCH_5260,2024-06-30,204.0625013719548,45.28,psi,MCH_07,40,OP_004,86.0,39.6,51
BATCH_4617,2024-04-24,171.13270013978516,78.24,psi,MCH_03,26,OP_014,99.0,45.1,12
BATCH_7691,2024-02-12,221.10981835666922,131.91,psi,MACHINE06,50,OP_008,0.7,73.7,8
BATCH_4618,2024-02-11,151.23033858741823,6.62,bar,MACHINE02,9,OP_010,90.0,58.9,18
BATCH_4958,2024-05-27,220.07524796890806,5.16,bar,MCH_10,34,OPER_020,98.0,34.4,68
BATCH_5783,2024-05-27,188.5880145825305,8.09,bar,MCH_04,1,OP_020,89.0,51.0,63
BATCH_7210,2024-05-11,221.93386115078033,23.15,psi,MCH_05,32,OP_005,96.0,38.7,46
BATCH_2158,2024-07-12,248.26642146374843,4.04,bar,MCH_08,17,OPER_011,81.0,48.9,12
BATCH_1630,2024-02-05,,76.4,psi,MCH_08,-39,OP_011,81.0,45.9,69
BATCH_3571,2024-01-09,246.00016313898536,119.12,psi,MCH_04,23,OP_011,89.0,55.6,39
BATCH_6435,2024-03-07,221.9477680917039,8.44,bar,MCH_10,14,OP_011,81.0,50.3,16
BATCH_3880,2024-05-04,195.17604798869615,7.34,bar,MCH_07,1,OP_014,91.0,68.3,33
BATCH_9646,2024-05-09,193.96859196329584,1.06,bar,MCH_03,46,OP_010,86.0,48.5,60
BATCH_2773,2024-07-08,151.63988231290267,3.05,bar,MACHINE10,50,OP_001,87.0,67.4,60
BATCH_9357,2024-03-13,225.13754291836005,92.88,psi,MCH_02,20,OP_015,83.0,34.2,66
BATCH_9988,2024-02-14,200.71887295864082,62.97,psi,MCH_06,42,OP_004,89.0,37.0,25
BATCH_1358,2024-06-09,245.2349159767573,104.47,psi,MCH_03,38,OP_010,90.0,56.5,22
BATCH_6652,2024-01-13,209.8847147004554,1.13,bar,MCH_01,12,OP_018#,81.0,71.2,10
BATCH_4467,2024-06-07,187.47151852879568,64.7,psi,MCH_01,44,OP_004,89.0,34.6,49
BATCH_6809,2024-03-19,176.52450389200925,5.47,bar,MACHINE06,39,OP_016,0.14,63.1,30
BATCH_3820,2024-03-13,215.44234286439223,7.71,bar,MCH_04,47,OP_020,97.0,54.2,63
BATCH_3860,2024-03-12,240.50536678949015,8.38,bar,MCH_09,43,OP_001,84.0,41.6,57
BATCH_5540,2024-05-19,203.46640289905113,1.19,bar,MCH_02,18,OP_010,89.0,46.6,25
,2024-05-29,206.0769426741171,1.58,bar,MCH_09,4,OP_008,86.0,39.6,29
BATCH_9464,2024-07-01,233.40750807330474,7.94,bar,MCH_05,18,OP_020,99.0,77.5,35
BATCH_4868,2024-04-28,165.08819915581512,122.7,psi,MCH_01,30,OP_011,94.0,70.8,35
BATCH_5845,2024-03-17,175.2054524058649,2.38,bar,MCH_10,41,OP_013,96.0,63.1,36
BATCH_9756,2024-05-05,171.08201949518025,2.92,bar,MCH_05,25,OP_020,89.0,37.7,59
BATCH_5163,2024-07-01,186.71878159683953,65.45,psi,MCH_09,50,OP_002,93.0,56.5,24
BATCH_3072,2024-04-19,213.33842219497322,7.15,bar,MACHINE02,25,OP_007,80.0,73.5,41
BATCH_1505,2024-07-04,241.18467273713253,9.49,bar,MCH_08,49,OP_019,92.0,71.5,5
BATCH_5304,2024-03-24,207.40518205899176,68.81,psi,MCH_07,37,OP_007,92.0,68.0,31
BATCH_9324,2024-04-17,213.18670943199453,7.79,bar,MCH_03,36,OP_019,89.0,61.7,34
BATCH_3875,2024-03-27,217.05910835227166,1.04,bar,MCH_01,12,OP_012,83.0,63.6,64
BATCH_5797,2024-01-12,198.2110137773519,42.98,psi,MCH_05,5,OP_020,88.0,32.3,61
BATCH_2096,2024-04-10,183.0752673967286,99.57,psi,MCH_04,38,OP_005,96.0,57.3,33
BATCH_4749,2024-04-09,165.28837299832577,135.68,psi,MCH_06,41,OP_016,80.0,71.6,35
BATCH_2489,2024-06-26,193.96200277427556,106.45,psi,MCH_05,47,OP_009,91.0,70.6,65
BATCH_7990,2024-04-21,159.2579900924832,6.93,bar,MCH_06,46,OP_019,91.0,53.1,18
BATCH_7210,2024-01-26,155.68998364609905,5.16,bar,MACHINE10,2,OP_019,0.69,43.8,43
BATCH_7902,2024-01-05,203.09205725153993,5.7,bar,MACHINE02,27,OP_013,84.0,31.3,34
BATCH_9753,2024-01-04,150.90205981076025,8.1,bar,MCH_04,2,OP_015,85.0,41.5,33
BATCH_4916,2024-04-30,,20.81,psi,MCH_05,41,OP_003,0.42,59.4,7
BATCH_5883,2024-03-27,165.9801117161342,8.12,bar,MCH_08,50,OP_005,83.0,42.9,63
BATCH_3831,2024-02-27,222.72998196746062,8.48,bar,MCH_05,30,OP_007,92.0,56.0,57
BATCH_9421,2024-06-29,155.9458877117748,66.11,psi,MCH_05,47,OP_004,81.0,56.1,32
BATCH_2770,2024-05-26,172.96767140252982,94.35,psi,MCH_01,32,OP_003,90.0,52.4,68
BATCH_2594,2024-01-28,181.01045459655236,30.5,psi,MCH_09,14,OP_011,81.0,43.4,38
BATCH_7741,2024-05-05,239.99134693091224,81.07,psi,MCH_04,30,OP_003,95.0,47.3,64
BATCH_3019,2024-02-07,2022.0473476538914,1.47,bar,MCH_10,19,OP_013,96.0,70.0,34
BATCH_2706,2024-03-31,226.8407839780741,1.41,bar,MCH_02,-9,OP_014,99.0,53.5,16
BATCH_9195,2024-07-08,189.62371368638827,4.17,bar,MCH_01,38,OP_014,82.0,40.4,59
BATCH_7696,2024-04-24,243.54470613836847,1.15,bar,MCH_05,13,OP_009,82.0,68.0,42
BATCH_5895,2024-03-05,178.0105714140182,3.64,bar,MCH_09,2,OP_001,89.0,53.4,5
BATCH_1001,2024-04-18,232.98953343645059,2.51,bar,MCH_08,47,OP_020,98.0,40.9,27
BATCH_3018,2024-04-11,,5.1,bar,MCH_07,31,OP_005,95.0,48.7,69
BATCH_7466,2024-01-05,231.49635626934923,118.28,psi,MCH_03,18,OP_012,88.0,49.7,7
BATCH_4647,2024-03-05,190.3441241677226,5.67,bar,MCH_10,21,OP_012,93.0,63.4,8
BATCH_4824,2024-01-26,190.53898066440098,60.79,psi,MCH_09,27,OP_002,96.0,71.1,21
BATCH_3278,2024-07-09,246.2938886053813,8.2,bar,MCH_10,-7,OP_020,89.0,53.1,30
BATCH_7901,2024-02-21,153.18561111718085,2.74,bar,MCH_06,7,OP_019,84.0,55.9,19
BATCH_1652,2024-04-14,172.92169625084117,1.44,bar,MCH_03,30,OP_014,88.0,42.3,15
BATCH_6558,2024-03-11,156.78372836448924,4.4,bar,MCH_01,46,OP_016,0.08,75.0,64
BATCH_3056,2024-04-20,225.0657582450827,113.35,psi,MCH_10,42,OP_015#,82.0,34.0,32
BATCH_1044,2024-05-05,,40.42,psi,MCH_08,46,OP_001#,99.0,34.1,40
BATCH_5163,2024-02-17,220.28542180682177,38.08,psi,MCH_07,39,OP_009,86.0,61.8,60
BATCH_6696,2025-01-25,179.66934479682598,1.5,bar,MCH_03,9,OP_017,90.0,43.1,30
BATCH_3623,2024-04-06,212.24073949334712,2.27,bar,MCH_04,6,OP_016,94.0,68.0,13
BATCH_5877,2024-06-30,215.3886795519992,3.56,bar,MCH_04,43,OP_007,86.0,37.5,28
BATCH_6891,2024-04-29,152.98594832351057,100.7,psi,MCH_07,14,OP_015,80.0,48.8,35
BATCH_2622,2024-02-19,215.36078384477358,91.89,psi,MCH_09,1,OP_003,83.0,69.0,21
BATCH_5999,2024-07-10,193.53867506825952,50.2,psi,MCH_03,12,OP_015,96.0,41.0,59
BATCH_6859,2024-05-04,224.6831455494056,2.69,bar,MCH_06,7,OP_002,85.0,38.9,72
BATCH_7789,2024-06-23,196.953773315054,1.82,bar,MCH_08,7,OP_013,0.01,72.4,40
BATCH_9983,2024-04-08,231.3231311018941,7.2,bar,MACHINE04,23,OP_015,0.05,69.8,32
BATCH_5939,2024-06-12,156.5326142944343,3.38,bar,MCH_06,8,OP_008,88.0,70.7,35
BATCH_9472,2024-05-15,225.94269052736905,65.71,psi,MCH_08,40,OP_015,100.0,43.0,47
BATCH_2249,2024-07-15,201.3403204420139,135.72,psi,MCH_06,43,OP_015,85.0,61.7,35
BATCH_3107,2024-05-30,202.80913593389303,19.98,psi,MACHINE10,12,OP_004,100.0,38.1,71
